source,source_record_id,source_locator,analysis_include,analysis_year,analysis_year_basis,scheme,institution,award_value,status,title,summary,keywords,for_text,broad_area,supplementary_text,mls_status,molecular_life_science,mls_review_required,mls_for_hits,mls_explicit_hits,mls_review_hits,mls_clinical_context_hits,mls_false_context_hits,mls_reason,ai_status,ai,ai_candidate,ai_review_required,ai_for_hits,ai_explicit_hits,ai_review_hits,ai_reason,ai_mls,review_status,manual_ai_decision,manual_mls_decision,review_notes
ARC,DP240101955,DP240101955,True,2024,funding commencement year,Discovery Projects,University of Technology Sydney,417727.0,Active,Surfacing urban wetlands in two urban renewal sites in Sydney,"Surfacing urban wetlands in two urban renewal sites in Sydney. Urban wetlands in Australia provide benefits for climate change mitigation, pollution reduction, habitat provision and socioecological connection. However, in large cities like Sydney, urban wetlands are unseen because undergrounded, and, therefore not adequately understood. This illegibility, and loss of understanding by residents, planners and policy makers impedes wetlands' good management. This project surfaces wetlands through visualisation in a multimodal knowledge platform focusing on two urban renewal sites, Green Square and Marrickville South. We leverage design ethnography to develop resources for strengthening multiple stakeholders’ socioecological engagement through methods empowering just, creative and open participation.",,3303 - Design,,"Australia’s urban wetlands are environmental assets that contribute significantly to flood control, water pollution, microclimates that help mitigate extreme weather conditions, support for biodiversity, and socioecological engagement. With more than 85% of Australians living in urban areas and unprecedented urban growth, wetlands’ environments and histories are increasingly rendered invisible and illegible. Creating effective means to address the visibility of these environments is particularly urgent as new precincts are planned on undergrounded wetlands. The research will generate new knowledge and visualise  Sydney wetlands’ stories in two urban renewal precincts through an online knowledge platform, an exhibition and a program of event in partnership with local organisations. This project will benefit Australian society and environment by designing a framework that can be adapted and translated to different localities to enhance residents, local governments, planners, and developers’ understanding of the history and value of urban wetlands, to strengthen local socioecological connections and mobilise forms of care in the face of rapid environmental change.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240101968,DP240101968,True,2024,funding commencement year,Discovery Projects,The University of Queensland,522683.0,Active,Subcortical control of human reaching? This project will test a radical new hypothesis about how the human brain generates visually guided behaviour,"Subcortical control of human reaching? This project will test a radical new hypothesis about how the human brain generates visually guided behaviour. Conventional thinking assumes that visuomotor control of limb movements occurs exclusively within the cerebral cortex. However, the project team’s recent observations of extremely rapid visually guided muscle activity strongly imply that the human brain controls reaching movements via more primitive midbrain and brainstem structures. The project’s hypotheses challenge long-standing ideas about the functional organisation of the human brain and may have wide-ranging implications for the design of human-machine interfaces as well as training protocols in rehabilitation, industry, and sport.",,5202 - Biological Psychology,,"Accurate visually-guided body movements are crucial for success in industrial, defence, sport, and health settings, so knowledge about how the brain produces these behaviours has potential for wide-ranging application. The cerebral cortex, which is the newest part of the brain in evolutionary terms, is currently assumed to directly control visually guided limb movements in humans. However, more primitive animals, such as frogs and fish, are capable of impressive vision-to-motor performance despite lacking this brain structure. This project tests the exciting hypothesis that primitive parts of the human brain are important for producing visually guided behaviour. Outcomes stand to revolutionise thinking about the most fundamental principles of human vision-to-motor behaviour and, by extension, the basic organisational principles of the human brain. The work is especially relevant to tasks that require fast reactions (e.g. sport), and tasks that seek alternative sources of inputs to muscles that do not rely on the motor cortex (e.g. rehabilitation). Thus, the knowledge derived from this project should benefit Australia by advancing multiple scientific fields, and by opening avenues to revolutionise best practice across many real-world settings.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240101989,DP240101989,True,2024,funding commencement year,Discovery Projects,Monash University,402980.0,Active,Economic analysis of child maltreatment and child protection,"Economic analysis of child maltreatment and child protection. This project aims to investigate the economic causes and consequences of child maltreatment. It expects to generate new knowledge by applying microeconometric methods to large Australian administrative databases that track children’s health, education and welfare receipt over time. The expected outcomes of this project include an expanded knowledge base on how economic shocks affect maltreatment, the economic consequences of placing children in out-of-home care, and the value of economic policies for reducing the intergenerational transmission of maltreatment. This should provide significant benefits, such as providing practical evidence to policy makers and service providers that help prevent child maltreatment and reduce its harms.",,3801 - Applied Economics,,"Children who are victims of maltreatment – such as physical, sexual and emotional abuse – experience considerably worse life outcomes in numerous domains, with large associated costs on individuals and society. There is an urgent need for high-quality evidence from multiple perspectives to support the prevention of child maltreatment and its harms. Child maltreatment is highly correlated with economic disadvantage, yet there is a shortage of causal evidence. This project will investigate the economic causes and consequences of child maltreatment and out-of-home care placements in Australia. The project will produce new evidence on the extent to which economic downturns affect rates of child maltreatment, how child maltreatment and out-of-home care placements are associated with the economic potential of young Australians, and how economic policies may prevent the transmission of child maltreatment to subsequent generations. This novel evidence will benefit Australia by supporting the development of policies to help prevent child maltreatment, improve the targeting of effective services to parents and children, and ultimately, improve economic and health outcomes for our most vulnerable children.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240101993,DP240101993,True,2024,funding commencement year,Discovery Projects,The University of New South Wales,573137.0,Active,Orthogonal Sensing Strategies for Soft Sensors to Discern Multiple Stimuli ,"Orthogonal Sensing Strategies for Soft Sensors to Discern Multiple Stimuli . The project seeks to create new orthogonal sensing technologies that enable a single soft sensor to detect multiple mechanical and thermal stimuli, overcoming the challenge of cross-talk between stimuli. The project expects to generate new knowledge of orthogonal sensing mechanisms and the effects of microstructure designs. The expected outcomes include novel soft sensors capable of accurately detecting pressure, stretch, shear, and temperature simultaneously. The new technologies are expected to support Australian companies in developing, producing and exporting sensors for soft robots and wearable devices for health monitoring, an area recognized as a key priority by the Federal Government’s Industry Growth Centres.",,4016 - Materials Engineering,,"The Australian government’s health industry growth centre, MTPConnect, has identified wearable devices and digital health monitoring as two priority areas. The global market for wearable sensors in medical applications and robotics is projected to grow at an annual rate of 10% and reach USD 6.1 billion in 2026. However, there is a need for flexible and sensitive multimodal sensors that do not suffer cross-talk and can replace current rigid and bulky sensing systems. This project aims to develop novel orthogonal sensing strategies to enable soft sensors to detect multiple stimuli. These designs will enable the creation of soft, skin-like multi-modal sensors that can measure pressure, stretch, shear force, and temperature simultaneously. These sensors will have potential applications in healthcare, as well as in manufacturing, agriculture, and mining robotics. The project’s success will position the Australian industry as a global leader in the advanced manufacturing of connected health sensors, thanks to the recently established ARC Research Hub for Connected Sensors for Health.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102006,DP240102006,True,2024,funding commencement year,Discovery Projects,Monash University,484097.0,Active,Controllable quantum phases in two-dimensional metal-organic nanomaterials,"Controllable quantum phases in two-dimensional metal-organic nanomaterials. This project aims to design novel two-dimensional metal-organic nanomaterials and to control electronic quantum phases therein. The project expects to generate new fundamental knowledge in advanced materials, solid-state physics and quantum nanoscience. It will rely on supramolecular chemistry to synthesise new atomically precise functional materials. Expected outcomes include the fabrication of new advanced nanomaterials, as well as the observation and control of new quantum phenomena therein. The project should provide significant benefits, such as advancing basic research in quantum nanomaterials, and aiding to lay the foundation for next-generation electronics and information technologies.",,5104 - Condensed Matter Physics,,"Modern digital information technologies rely on the efficient control of electrical signals in electronic devices. Conventional methods for improving the advanced materials and fabrication processes involved in such technologies are fast approaching their inherent limits. As a result, next-generation information technologies will require novel functional materials and device functioning mechanisms. This project aims to contribute to this need by designing new functional nanomaterials based on organic molecules, benefitting from their versatility, flexibility and efficiency as building blocks. It will pave the way for new devices and device functioning mechanisms based on the quantum physics of such materials. This project falls within the Government’s National Science and Research Priority of “advanced manufacturing”, and within the new National Quantum Strategy. It will stimulate innovation in advanced materials, solid-state physics, nanoelectronics and quantum science. It will leverage and ensure a leading role of Australia’s resources and cutting-edge expertise in these fields of the highest global research priority. It will exploit platforms already in place at the investigators’ institutions for knowledge transfer, from fundamental research outcomes to the potential development of intellectual property, applications and commercialization.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102015,DP240102015,True,2024,funding commencement year,Discovery Projects,The Australian National University,508428.0,Active,Cubesat Technologies for High Spatial Resolution Astrophysics,"Cubesat Technologies for High Spatial Resolution Astrophysics. This project aims to combine cubesat and hybrid cubesat/micro-satellite concepts studied in Australia and Japan, prototyping and space-qualifying the most custom components, enabling a future affordable launch. High angular resolution is critical for studying processes of star formation, black holes, and exoplanets. An array of small satellites can greatly exceed the angular resolution of a single telescope, or the sensitivity of atmosphere-limited ground-based interferometers. Space qualifying the key inter-spacecraft metrology and fibre injection technologies will not only enable a future Australian satellite astrophysical interferometer, but is also relevant for optical communications links and earth observations. ",,5101 - Astronomical Sciences,,"Space technology, especially on small platforms such as cubesats and microsats, is undergoing a significant current expansion, driven by new technologies that can vastly decrease the cost of ambitious missions. This project will space qualify an ambitious new technology, placing Australia at the forefront of world research in precision satellite constellations for remote sensing.  Remote high angular resolution sensing is needed not only for astronomy, but also for ground-based observations in agriculture, mining and defence. The space telescopes we are developing are already being used by the company High Earth Orbit (HEO) Robotics to image other satellites. The core technologies of injecting starlight into fibres is the same as needed for laser communications, where satellite to ground links could transfer precious imaging data from Australian satellites to end users rapidly.  In addition to direct influences of this research, this project consists of several well-defined Science, Technology, Engineering and Mathematics (STEM) student-led Advanced Manufacturing subprojects that will train research students in building practical equipment for making measurements in a variety of industries. 
",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102019,DP240102019,True,2024,funding commencement year,Discovery Projects,Adelaide University,523813.0,Active,Detecting and deciphering extinction dynamics under environmental change,"Detecting and deciphering extinction dynamics under environmental change. This project aims to improve knowledge of extinction processes and impacts. It will use high-performance computing and museum collections to disentangle the ecological mechanisms that were integral in the initial decline and later extinction of Australia's unique mammals. Its significance is that it will establish the historical ranges and past population trajectories of Australian threatened mammals, pinpointing the combinations of ecological characteristics and threats that most affect risk of extinction from environmental change. Expected outcomes and benefits are new data and verified models to enrich conservation research and inform evidence-based solutions to better protect and recover some of Australia’s most threatened species.",,3199 - Other Biological Sciences,,"Australia’s unique mammals have suffered the highest rate of recent extinctions of any continent. Gaining a better understanding of their past distributions and population abundances, and the processes that caused Australia’s threatened mammals to become rare, is key to reversing further declines. This project will use innovative models and high-resolution simulations based on natural history collections to reconstruct the timing, scale, and rate of mammal declines in Australia since 1788. Importantly, this will pinpoint ecological characteristics that affect risk of extinction from environmental change. Resulting data and ecological models will advance Australia’s leadership in conservation research and inform evidence-based solutions for protecting and recovering Australia’s most threatened mammals. New scientific understandings of how and why mammals decline will help Australia meet objectives of its national Threatened Species Action Plan by increasing the knowledge base for conservation managers and their organisations, improving vital on-the-ground management actions needed to prevent future extinctions. In addition to academic outputs, the project will use established links with national and international agencies, including Australia’s Threatened Species Commissioner and Scientific Committee, NGOs and natural history museums to disseminate and transfer its findings. Engagement with these and other specialists will maximise its cross-disciplinary research and impact.",yes,True,False,biological sciences,,ecology,,,FoR:biological sciences; review:ecology,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102050,DP240102050,True,2024,funding commencement year,Discovery Projects,Macquarie University,452390.0,Active,Data Complexity and Uncertainty-Resilient Deep Variational Learning,"Data Complexity and Uncertainty-Resilient Deep Variational Learning. Enterprise data present increasingly significant characteristics and complexities, such as multi-aspect, heterogeneous and hierarchical features and interactions, and evolving dependencies and multi-distributions. They continue to significantly challenge the state-of-the-art probabilistic and neural learning systems with limited to insufficient capabilities and capacity. This research aims to develop a theory of flexible deep variational learning transforming new deep probabilistic models with flexible variational neural mechanisms for analytically explainable, complexity-resilient analytics of real-life data. The outcomes are expected to fill important knowledge gaps and lift critical innovation competencies in wide domains.",,4611 - Machine Learning,,"In the era of big data, digital innovation for small-to-large enterprises increasingly relies on understanding data complexities. This in turn increases the necessity for automated scalable analytics to address non-conventionally solvable problems in existing learning systems and vendor solutions. This research aims to develop foundational, systematic, deep variational learning theories and models for analytically explainable, complexity-resilient enterprise analytics. The outcomes are expected to fill important knowledge gaps in AI and data science and to lift innovation competencies in wide domains, which is currently not possible using existing knowledge and vendor solutions. The research addresses multiple national science and research priorities, including health, transport, cybersecurity, and environmental change, involving increasing data complexities and challenges, and requiring data-driven discovery. The deliverables will potentially enable profound intellectual, socioeconomic, and commercial benefits, applicable to any enterprises for transforming their analytics capability/capacity, productivity lift, and evidence-based transformation and decision-making. The translation pathways include communicating the significant results to industry and government end users through workshops, training, and future consulting and linkage engagement with small-to-large enterprises.",no,False,False,,,,,,,yes,True,True,False,machine learning,,,FoR:machine learning,False,auto_classified,,,
ARC,DP240102053,DP240102053,True,2024,funding commencement year,Discovery Projects,Queensland University of Technology,483701.0,Active,A Novel Surrogate Framework for evaluating THM Properties of Bentonite,"A Novel Surrogate Framework for evaluating THM Properties of Bentonite. Compacted bentonite as favoured engineered barrier material is widely used in environmental geotechnics and its failure can incur huge societal, economic and environmental loss. The project aims to develop a novel surrogate model to identify the optimal controllable factors' value to increase barrier's integrity and reliability. It expects to advance the fundamental knowledge of bentonite thermo-hydro-mechanical properties through advanced molecular dynamics modelling, statistic learning and machine learning. It will deliver revolution design approach for bentonite used in engineered barriers in Australia and internationally. In the long-time it will bring huge economic, societal and environmental benefits to our community.",,4017 - Mechanical Engineering,,"Bentonite is used in many engineering and science areas. One of the typical applications is engineered barriers used in nuclear waste deep geological disposal facilities and landfill linear where compacted bentonite is an important component of the barriers. The role of the barrier is to contain toxic and harmful waste and radiation from the decay of nuclear waste and isolate it from surrounding environment. However, there are still some existed challenges, for example moisture variation induced volume shrinkage and failure of barriers and unsatisfied hydraulic conductivity and diffusion. By virtue of advanced computational modelling, statistic learning and machine learning approaches, this project is seeking to build a robust, efficient and reliable surrogate model to optimally and efficiently identify best practice of bentonite barrier construction through controlling the conditions/influence factors. Through this study the bentonite barriers' thermo-hydro-mechanical properties and their influence factors will be comprehensively investigated and correlated. The proposed model will directly benefit the customers and users of bentonite engineered barriers, with escalated confidence. The research will minimise the damage and loss caused by compacted bentonite problems and considerably reduce the costs incurred by Australian federal and state governments and relevant industry for repair and reconstruction, as well as the socio-economic and environmental impacts.",no,False,False,,,,,molecular dynamics,false-positive-guard:molecular dynamics,yes,True,True,False,,machine learning,,explicit:machine learning,False,auto_classified,,,
ARC,DP240102056,DP240102056,True,2024,funding commencement year,Discovery Projects,University of Canberra,908607.0,Active,Restoring amphibian populations in chytrid-impacted landscapes,"Restoring amphibian populations in chytrid-impacted landscapes. This project aims to address an outstanding problem in wildlife disease ecology: how can we enable susceptible amphibians to persist in the face of the chytrid pathogen, which has devastated amphibian biodiversity? This project expects to generate new knowledge by experimentally trialling two highly promising interventions: immunising animals and creating disease refugia through simple habitat manipulations. Outcomes of this project include a framework for predicting how interventions might enable host-pathogen coexistence. This project should provide significant benefits including enhanced understanding of wildlife disease dynamics that will pave the way for interventions to restore amphibian biodiversity in chytrid-impacted landscapes.",,4104 - Environmental Management,,"Since being introduced to Australia in the 1970s, the amphibian-killing chytrid pathogen has devastated Australia’s unique amphibian fauna. Chytrid is implicated in the extinction of four species and linked to ongoing population declines in about 20% of Australian frog species. The problem, in Australia and globally, is that there are currently no feasible interventions that are effective in reducing chytrid impacts in the wild, and thus slowing or reversing the ongoing loss of biodiversity. This project will experimentally trial two interventions with the potential to mitigate chytrid impacts in the wild and thus enable susceptible species to persist with the pathogen. This will benefit Australia by preventing the ongoing decline in biodiversity and enabling locally extinct species to be restored to chytrid impacted landscapes. We will work closely with conservation managers to ensure that the knowledge generated in this project is widely adopted to improve conservation outcomes.",yes,True,False,,microbial/pathogen,ecology,,,explicit:microbial/pathogen; review:ecology,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102062,DP240102062,True,2024,funding commencement year,Discovery Projects,The University of Melbourne,525194.0,Active,Deciphering the immune complexity that orchestrates T cell activation,"Deciphering the immune complexity that orchestrates T cell activation. The adaptive immune system consists of a complex cellular network that can efficiently distinguish exogenous required inputs, such as nutrients, from those that are potentially harmful like pathogens. Such ‘friend-foe’ discrimination has its molecular basis in a multitude of receptors with specificity to certain ligands. Critically, however, it is unclear how such discrimination is mechanistically regulated at the functional level. We have developed new and sophisticated experimental models that will allow us to systematically dissect and unfold the complexity of the adaptive immune system and address this critical knowledge gap. Expected outcomes will critically advance our general understanding of a fundamental biological principle.",,3204 - Immunology,,"A mammal’s immune system can effectively distinguish if a foreign substance is safe, like food, or potentially harmful like a pathogen. While complex networks within our body are required for this vital function, it is still unclear how this works. Taking advantage of animal models specifically developed to address this crucial knowledge gap, we will dissect and unfold the complexity of the immune system to identify how organisms regulate such ‘friend-foe’ discrimination. The outcomes of this study will critically advance our general understanding of a fundamental principle relevant to all mammals, which includes livestock and endangered native animals, whose health is of critical value to agriculture and the tourism industries of Australia. Moreover, outcomes will fill critical knowledge gaps and generate new intellectual property that will afford excellent opportunities for research and development including the generation of new experimental models, which will be distributed to further amplify research output and impact. New knowledge generated by the project and the high-level international training of students will increase the competitiveness of the biotechnology sector in Australia and generate intellectual property that can be further developed by Australian Biotechnology companies into novel products for veterinary and health services to increase productivity. Critically, outcomes will be shared via social and print media to be accessible to the general public.",yes,True,False,immunology,receptor; microbial/pathogen,cells; immunology; molecular,,,FoR:immunology; explicit:receptor; explicit:microbial/pathogen; review:cells; review:immunology; review:molecular,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102076,DP240102076,True,2024,funding commencement year,Discovery Projects,The University of Sydney,169128.0,Active,"Superannuation as Inheritance: Law, Practice and Reform","Superannuation as Inheritance: Law, Practice and Reform. Given that Australian retirees are leaving behind billions of superannuation assets for inheritance, this project aims to obtain accurate real world findings about how superfunds distribute superannuation inheritances in practice. Current law has not kept pace with reality, largely leaving superfund trustees to decide how to bequest their deceased members’ excess superannuation. Australian families are at the mercy of superfunds. The expected outcomes of this project include evidence-based proposals to reform industry practice and the law. These reforms will promote respect for Australians’ testamentary wishes, safeguard against abuse, and advance societal interests in philanthropy, wealth equality and fiscal responsibility.",,4806 - Private Law and Civil Obligations,,"Superannuation was designed to provide retirement income but most retirees now die with 90 percent of their superannuation balances intact, leaving the excess superannuation to others to inherit.  Australians inherited $17 billion of superannuation assets in 2019, an annual figure projected to reach $130 billion by 2059.  Unfortunately the law concerning the inheritance of superannuation is outdated and minimal.  The law essentially gives all the power to superannuation trustees, leaving Australian families at the mercy of their superannuation funds.  This comprehensive empirical study of superannuation fund deeds, policies and administration will discover for the first time in the world how trustees use their discretion to distribute superannuation inheritances in practice.  Guided by these discoveries, the project will develop industry best practice and law reform recommendations to better ensure that superannuation fund trustees respect individual testamentary wishes, safeguard against financial misconduct, and advance societal interests.  Through consultation process involving industry and government, this project will maximise the understanding, use and adoption of its findings.  The project’s findings and recommendations can be adopted by superannuation funds themselves, delivering immediate benefits to Australian families and society.  The law reform and policy recommendations can be adopted by Parliament and oversight bodies. ",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102082,DP240102082,True,2024,funding commencement year,Discovery Projects,The University of New South Wales,300307.0,Active,Moral Injury and the Ethics of Military Conditioning ,"Moral Injury and the Ethics of Military Conditioning . Military personnel undergo extensive conditioning in the name of combat effectiveness and resilience. The aim of this project is to determine whether any of the intended effects of this conditioning constitute ""moral injuries"", and to describe the ethical and policy implications if so. This will deepen our understanding of the ethics of military recruitment, training, and socialisation. The expected outcomes include a statement of the obligations owed to professional soldiers on account of the potential for moral injury in preparing them for deployment. This will enhance Australia’s reputation for being ethically proactive and for taking a holistic approach to the welfare of its military servicemen and women.",,5003 - Philosophy,,"The project is about ""moral injury"" in the military, defined as the corrosion of moral fiber, the deterioration of moral virtue, or the disruption of one's moral decision-making framework. The existing literature focuses primarily on combat-related moral injury, caused by wartime experiences such as repeated exposure to lethal violence. This project, by contrast, focuses on the potential for moral injury in the course of military training and conditioning prior to deployment. The project will strengthen Australia's reputation for the ethical treatment of its armed forces personnel, which is crucial if the Australian Defence Force is to continue recruiting and retaining suitably qualified members. The research outcomes will be promoted through a workshop for Defence stakeholders, and a report providing advice to the Australian government on how to navigate the ethical dilemmas created by the potential for moral injury in the profession of arms. ",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102085,DP240102085,True,2024,funding commencement year,Discovery Projects,The University of Queensland,593530.0,Active,Hyperactive endogenous retroviruses and their impact on the koala genome,"Hyperactive endogenous retroviruses and their impact on the koala genome. Koala populations are in steep decline with the ubiquitous koala retrovirus (KoRV) strongly linked with disease. KoRV and other less studied endogenous retrovirus (ERVs) are extremely active within the genome of koalas to a level never observed in any other vertebrate genome. This study will map ERV integration sites within koalas from across their geographic range country and use long-read genomics approaches to understand the link between KoRV and other ERVs, the impact on koala caused by dramatic genomic rewiring, and the mechanisms of genomic immunity which supress ERV activity and mitigate disease. Findings will provide insights into the ongoing arms race between virus and host and inform conservation of an iconic species.",,3107 - Microbiology,,"Koala populations are in steep decline with the ubiquitous koala retrovirus (KoRV) strongly linked with disease. KoRV and other less studied endogenous retrovirus (ERVs) are extremely active within the genome of koalas to a level that has never been observed in any other vertebrate genome. The origin of KoRV, how it is linked to the activity of other ERVs and the impact of dramatic genomic rewiring are all currently unclear. This study will map ERV integration sites within koalas from across the country and use genomics to uncover the origins of KoRV and understand the ongoing arms race between virus and host. Findings will provide insights into retrovirus evolution and inform conservation of an iconic species.",yes,True,False,microbiology,genomics; microbial/pathogen,,,,FoR:microbiology; explicit:genomics; explicit:microbial/pathogen,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102088,DP240102088,True,2024,funding commencement year,Discovery Projects,The University of Melbourne,506145.0,Active,Causal Knowledge-Empowered Adaptive Federated Learning,"Causal Knowledge-Empowered Adaptive Federated Learning. Federated learning tools are a promising framework for collaborative machine learning (ML) that also maintain data privacy; however, their ability to model heterogeneous data remains a key challenge. This project aims to develop a new learning scheme for coordinated training of ML models that successfully bridges variable data distributions. The framework proposed will be the first globally that can use causal knowledge to 1) handle data heterogeneity across devices and 2) address the real-world challenges when only a subset of devices have labelled data. Expected outcomes and benefits include the theoretical underpinnings and algorithms of causality-based collaborative training of ML models while better preserving the users’ data privacy.",,4611 - Machine Learning,,"Artificial Intelligence (AI) and associated Machine learning (ML) systems are an integral part of our daily lives. ML models have traditionally been trained from a centralised dataset, but with data now increasingly distributed on network of devices (such as mobile phones, wearables, and Internet of Things sensors), an adaptive new training architecture is needed. Responding to this, our ARC Discovery Project will pioneer collaborative training of ML models on a network of different computing devices – delivering coordinated learning without data sharing. The research innovates in its fundamental theory, in its design of new learning parameters to address variable data quality across devices (including labelled and unlabelled data), and in its enhanced features for privacy protection. Developments from this project will promote Australia’s competitiveness in securing a future share of the massive markets for artificial intelligence applications on mobile phones, wearables and other smart technologies. In this context, our research targets efficient collaborative training of ML systems on these devices to enhance their functionality, while preserving the users’ data privacy. New software generated from the project will be released under open-source licence; articles produced for magazines, trade journals and researchers; and patenting explored for potential commercialisation and licensing opportunities for Australia targeting both local and global markets.",no,False,False,,,,,,,yes,True,True,False,machine learning,machine learning; federated learning,,FoR:machine learning; explicit:machine learning; explicit:federated learning,False,auto_classified,,,
ARC,DP240102091,DP240102091,True,2024,funding commencement year,Discovery Projects,The University of Newcastle,637430.0,Active,Understanding the risk of microplastics in Australian agricultural soils,"Understanding the risk of microplastics in Australian agricultural soils. Biosolids following wastewater treatment are a significant source of microplastics (MPs) that are contaminants of concern. MPs in biosolids pose potential unknown risks to agriculture, food security and ecosystem health through their application to farmlands. Currently, the lack of knowledge on the MPs contamination of agricultural soils is a significant knowledge gap. This project aims to generate new knowledge of MPs' fate, behaviour, risk and associated contaminants in biosolids and sludge-amended agricultural soils. The new knowledge generated in this project is expected to help devise better management options to minimise the MP associated risks in agricultural soils, thereby safeguarding the food security and soil health.",,4106 - Soil Sciences,,"Agriculture is the main primary industry in Australia with a net worth of $75 billion. Agricultural land is often amended with biosolids from wastewater treatment plants. These biosolids, although rich in nutrients and organic matter, can also deliver contaminants derived from the wastewater treatment process. This study will provide the first major investigation of the fate of the emerging contaminant, microplastics (MPs) in biosolids and biosolid-amended soils in Australia. The knowledge generated in this study will be incorporated into future protocols for Australian soil and water quality monitoring programs. The combination of our novel knowledge and technologies derived from this work will ultimately inform the removal of microplastics and associated toxic chemicals from biosolids and biosolid-amended soils to protect soil biota and crops bound for human consumption, thus protecting consumers from ingestion of these contaminants. Thus, assessing risk from MPs and providing recommendations on their removal from agricultural soils will protect and sustain an important Australian industry and also protect human health, future-proofing our food supply chain. Promotion of the findings of the research via media will educate consumers about the importance of clean healthy produce and foster confidence in product quality and safety.",review,False,True,,,ecology,,,review:ecology,no,False,False,False,,,,,False,MLS review required,,,
ARC,DP240102097,DP240102097,True,2024,funding commencement year,Discovery Projects,The University of Queensland,615493.0,Active,Defining a new family of sodium channel accessory proteins,"Defining a new family of sodium channel accessory proteins. Voltage-gated sodium channels are key proteins that function as multi-subunit complexes to regulate neuronal excitability. The project aims to investigate the structure and function of a novel family of accessory subunits by utilizing a class of toxins, derived from the giant Australian stinging tree, that directly binds to these proteins to modulate sodium channel function. The project aims to generate significant new knowledge on the function of sodium channels as multi-protein complexes. Expected outcomes of this project include development of novel channel-modulating molecules that may have applications as neuroscience tools to address fundamental questions about  ion channel function and biology.",,3404 - Medicinal and Biomolecular Chemistry,,"This project aims to improve our understanding of a family of proteins called sodium channels and how these can be manipulated using a new class of compounds derived from native Australian plants. Sodium channels are critical for the function of cells such as nerves, muscle and brain and important in development of pharmaceutical and agricultural products, including common insecticides and analgesics. We have made a recent groundbreaking discovery showing that sodium channels form a functional complex with a family of proteins called the dispanins, which in turn directly bind a new class of compounds we discovered in the venom of the giant Australian stinging tree. These venom-derived compounds alter how sodium channels operate in a completely new way, and we seek to understand this mechanism at the molecular level. Understanding how dispanins regulate the function of sodium channels will provide new directions in development of new generations of pharmaceutical and agricultural agents. These discoveries have the potential of impacting the Australian economy by leading to development of a new generations of safer non-opioid analgesics, as well as new generations of insecticides that can target pests that show resistance to existing products. In addition, the proposed work will train future Australian scientists in an area of significant growth and skills demand. ",yes,True,False,medicinal and biomolecular chemistry,protein/peptide,neuroscience,,,FoR:medicinal and biomolecular chemistry; explicit:protein/peptide; review:neuroscience,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP240102104,DP240102104,True,2024,funding commencement year,Discovery Projects,The University of Newcastle,452379.0,Active, Mathematical and Numerical Models of Piezoelectric Wave Energy Converters," Mathematical and Numerical Models of Piezoelectric Wave Energy Converters. The project will investigate piezoelectric wave energy converters. We will derive the equations of motion in a form suitable for use in marine engineering paradigms using variational methods and then solve these analytically and with smoothed particle hydrodynamics. Using these innovative techniques, this project will generate new knowledge capable of elucidating the multifaceted physical phenomena that occur when complex fluid motion and deformable structures interact. The project outcomes include the development of mathematical and computation methods to handle intricate behaviours of piezoelectric elastic-fluids systems. These groundbreaking methods will allow these wave energy systems to be analysed and their effectiveness assessed.",,4901 - Applied Mathematics,,"There is enormous energy in ocean waves around Australia, however developing cost-effective wave power devices remains an ongoing challenge. One emerging idea is to use flexible structures to capture this energy via piezoelectric materials that couple elastic strain with electric charge. If such devices can provide economically viable energy production, the outcome for Australia would be a new source of electrical power that has the potential to be significantly less expensive than existing renewable energy sources and is close to consumers living coastally. One of the major problems in developing these devices is the lack of mathematical models for flexible piezoelectric wave energy converters. Working with international partners leading experimental research into flexible wave energy converters, we will focus on the mathematical foundations underpinning wave energy extraction through the piezoelectric effect. Beginning by producing mathematical and computational models, we will analyse and suggest new wave energy converter designs. This successful theoretical demonstration will motivate further research and development of commercial prototypes. In particular, the direct involvement of marine engineers with extensive industry collaborations will help promote the translation of this work to the marine energy sector. Moreover, we will make our numerical methods available to wave energy convertor designers to facilitate their adoption in practical industrial settings. ",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
